case_id,true_planner,true_motive,true_concealer,stable_boy_drugged,dog_silent,delicate_knife_found,alias_bill_found,horse_at_scene,coat_deliberately_placed,horse_hidden_by_neighbor,death_consistent_with_horse_kick,outsider_seen_near_stable,tracks_to_rival_property,dog_familiarity_score,instrument_delicacy_score,post_outsider_gambler,post_trainer,post_rival_trainer,post_unknown_intruder,pred_planner,pred_confidence,is_correct
278,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.3411035091164349,0.227299551299316,0.31017700114805624,2.362164954972344e-12,0.01007007300722913,0.6797529258423526,unknown_intruder,0.6797529258423526,1
279,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.809236621271715,0.5942475453336742,4.896881248753429e-12,0.9999996096191356,3.9037596537895386e-07,2.236808534797422e-15,trainer,0.9999996096191356,1
280,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8117401510811674,0.808490127153896,3.231594015086974e-14,0.9999999961389698,3.860997773046867e-09,5.7351824891343e-18,trainer,0.9999999961389698,1
281,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.3857740108158754,0.31390038402345205,0.0016299694677991102,4.446164003581893e-08,0.9981264088853009,0.00024357718526002385,rival_trainer,0.9981264088853009,1
282,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,1,1,0,0.30078467671456405,0.30803342733055816,0.9163040734643311,4.6178221512570754e-09,0.014939952268108571,0.06875596964973811,outsider_gambler,0.9163040734643311,1
283,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6825714196133963,0.8129555032921587,1.0933837862157639e-11,0.9999999423487456,5.7640319816530726e-08,7.264267044505208e-16,trainer,0.9999999423487456,1
284,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,1,1,1,0,1,0.259353058917252,0.32024977828278994,0.001178586296771758,1.549669891542493e-09,0.998629670784463,0.00019174136909545794,rival_trainer,0.998629670784463,1
285,rival_trainer,competitive_sabotage,none,1,0,0,0,1,0,1,1,0,0,0.22950685397473747,0.38384469324604714,0.08954949671193271,3.144108652851049e-07,0.901293015708751,0.009157173168451101,rival_trainer,0.901293015708751,1
286,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.944161657405813,0.824115997630519,3.468904337936598e-17,0.9999999999915228,8.477078470781882e-12,2.316147803248052e-21,trainer,0.9999999999915228,1
287,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,0,1,0,0,0.870970394877028,0.937473467777689,1.6717595367779776e-13,0.9999999999940821,5.750759290080306e-12,5.079550090150428e-17,trainer,0.9999999999940821,1
288,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8570365963412456,0.8518051622365402,1.7450172652029404e-15,0.9999999997301969,2.698013528346098e-10,1.8948869623555763e-19,trainer,0.9999999997301969,1
289,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7896334357377769,0.7539720234524243,3.1418358234524866e-11,0.9999999208042194,7.916435849926305e-08,3.624462694307764e-15,trainer,0.9999999208042194,1
290,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.8093525469129669,0.7743099318836627,8.814442017091374e-14,0.999999990231384,9.76852779042326e-09,1.9098077668594422e-17,trainer,0.999999990231384,1
291,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,1,0,0.11593842771094227,0.23491942241853153,0.8038272502183937,6.1554039263593e-14,0.002317667126075802,0.19385508265546889,outsider_gambler,0.8038272502183937,0
292,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8287495457250101,0.8710063283309379,2.399041144720295e-15,0.9999999996511881,3.4880957747747415e-10,2.5559243123199936e-19,trainer,0.9999999996511881,1
293,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,1,1,0.5845095633239724,0.39604247053786834,0.014059646875695865,1.4968986565754293e-05,0.9856352180415233,0.0002901660962151526,rival_trainer,0.9856352180415233,1
294,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,1,0,1,0,1,1,0.45806979687155386,0.06370546966265402,0.11761776866732385,1.2825978088320136e-11,0.8703735913414439,0.012008639978406293,rival_trainer,0.8703735913414439,1
295,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,1,1,0,1,1,0.23739632433150384,0.3128095558946273,0.04038064196593587,6.230374428221522e-11,0.9556171683547006,0.00400218961705983,rival_trainer,0.9556171683547006,1
296,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.13313326456885627,0.26029973967924197,0.6809458500703982,1.0193807029153112e-14,0.001134529431814473,0.31791962049777717,outsider_gambler,0.6809458500703982,1
297,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.48753848615360634,0.9051670095621122,2.3865147335124978e-11,0.9999998955119749,1.0446415882484825e-07,1.1272990380409793e-15,trainer,0.9999998955119749,1
298,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,1,0,0.045479073149573,0.4119083584880156,0.8537802678647404,1.6618245569481373e-14,0.0024509409982123313,0.1437687911370307,outsider_gambler,0.8537802678647404,1
299,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.967163146057813,0.7128974310862497,6.318317967584211e-16,0.9999999999898128,1.018645529643765e-11,1.3285171364484905e-20,trainer,0.9999999999898128,1
300,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.1268248746467922,0.4122892271399786,0.002193088783552404,5.2290696918279224e-11,0.9973189674735919,0.000487943690565039,rival_trainer,0.9973189674735919,1
301,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.15231322561606278,0.2930577253286323,0.8666287737844499,1.9198740778498564e-12,0.0022742463387735454,0.13109697987485652,outsider_gambler,0.8666287737844499,1
302,rival_trainer,horse_concealment,none,0,1,0,0,0,0,1,1,0,1,0.37358650891667367,0.43368239528221975,0.0008523588570018452,7.067110768573202e-06,0.9990613207617806,7.925327044906403e-05,rival_trainer,0.9990613207617806,1
303,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.28860456409558266,0.30861779733187933,0.0013037614646232442,2.1565136153304217e-08,0.9985828652247222,0.00011335174551852915,rival_trainer,0.9985828652247222,1
304,rival_trainer,competitive_sabotage,rival_trainer,1,1,0,0,1,0,1,0,1,1,0.15928689255344403,0.30114181327799994,0.03779942936700219,1.2500138404339646e-08,0.9611060085170131,0.0010945496158463188,rival_trainer,0.9611060085170131,1
305,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.3364746488294487,0.13913349622489657,0.007367357421131147,5.3539808622802905e-12,0.9872134099684332,0.005419232605081619,rival_trainer,0.9872134099684332,1
306,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7093370940596792,0.9419933861682619,2.135211391269841e-14,0.9999999998294673,1.7051141975156898e-10,3.7573666505500424e-19,trainer,0.9999999998294673,1
307,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,1,1,0.924804909305016,0.7715087283110225,2.1471549819470752e-13,0.9999999999644782,3.5307136065885886e-11,1.0202311544720891e-17,trainer,0.9999999999644782,1
308,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.10801799599061256,0.6266457531907708,0.9427711894990305,3.260915362668842e-10,0.004238745310506317,0.052990064864371585,outsider_gambler,0.9427711894990305,1
309,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,1,0,0.5798507488549733,0.8583211274736726,9.83661645500428e-09,0.9999999803241008,9.837550326642567e-09,1.7324542595564764e-12,trainer,0.9999999803241008,1
310,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8295751962934058,0.782107626783023,3.743238087434091e-14,0.9999999954904948,4.509467817605225e-09,7.160255178898358e-18,trainer,0.9999999954904948,1
311,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8198448774007163,0.8205550244547726,1.7537256173269226e-14,0.9999999977932197,2.2067627292753723e-09,2.7972529389761886e-18,trainer,0.9999999977932197,1
312,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6077124533517494,0.6968370462268414,1.0372961172674591e-09,0.999996273693878,3.7252686805054373e-06,1.4543715969513118e-13,trainer,0.999996273693878,1
313,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8355504218667646,0.7487557145174077,7.103111637191424e-14,0.9999999917940895,8.205839592665177e-09,1.5662686936035513e-17,trainer,0.9999999917940895,1
314,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.2257804784002183,0.17991591953690056,0.649892719773005,2.4865935952578155e-14,0.0010876897610898558,0.34901959046588027,outsider_gambler,0.649892719773005,0
315,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8979929307794883,0.7129738963795368,1.2462804463855248e-14,0.9999999982255394,1.7744480185378806e-09,2.2812701963793657e-18,trainer,0.9999999982255394,1
316,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,1,1,0.7859445717019902,0.881909913742216,1.2864786389959824e-11,0.9999999573777929,4.260934118818005e-08,1.1609884282045432e-15,trainer,0.9999999573777929,1
317,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8037660122492205,0.9913401535267754,6.200676307042732e-19,0.9999999999999902,9.775324130920375e-15,1.1703705121086886e-24,trainer,0.9999999999999902,1
318,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8931169208274855,0.8868535686751976,1.1467750218856622e-14,0.9999999999426474,5.7341068735699395e-11,3.3523761176048265e-19,trainer,0.9999999999426474,1
319,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.13254260518536137,0.3217009710846278,0.6285660712520571,5.538181658700625e-15,0.0009302097749832926,0.3705037189729542,outsider_gambler,0.6285660712520571,0
320,rival_trainer,horse_concealment,rival_trainer,0,1,0,0,1,0,1,0,0,1,0.07583439262894631,0.5868534019778194,0.00255605900475012,1.935535227953011e-09,0.997072648187728,0.0003712908719867171,rival_trainer,0.997072648187728,1
321,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,1,0,0,0,1,0,0.365161753614554,0.4491635144423995,0.9350140187845957,5.775737135294209e-08,0.006494052673176875,0.05849187078485613,outsider_gambler,0.9350140187845957,0
322,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,0,0.15948586030589673,0.16485948288549396,0.6039859424175025,1.0634457125844483e-15,0.0007575701987095699,0.395256487383787,outsider_gambler,0.6039859424175025,1
323,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,1,0,1,0,0.06673186122867322,0.2047177228496676,0.7604949977900654,1.4553135114049188e-15,0.04816660683238102,0.19133839537755218,outsider_gambler,0.7604949977900654,1
324,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.30015123185099135,0.5761881342986127,0.8870109916114906,6.329100692330287e-09,0.00521293159541483,0.10777607046399397,outsider_gambler,0.8870109916114906,1
325,rival_trainer,competitive_sabotage,none,1,0,0,0,0,1,1,0,1,1,0.22124199984024243,0.27687533608545917,0.036122359485959356,2.963947296275758e-10,0.9622929869474125,0.0015846532702333705,rival_trainer,0.9622929869474125,1
326,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,0,0,1,0,0.20241787647410456,0.13467084857502123,0.710922116202621,3.4714135773903673e-13,0.001720722188343656,0.2873571616086881,outsider_gambler,0.710922116202621,1
327,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6151822067428763,0.8418154077709296,1.5364247625876496e-12,0.9999998800546586,1.1994380466400166e-07,3.8328367834792496e-16,trainer,0.9999998800546586,1
328,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.9042903792118044,0.9451136965517402,8.320696214357809e-16,0.9999999999999531,4.5916590587434755e-14,6.755033794089775e-20,trainer,0.9999999999999531,1
329,outsider_gambler,theft_attempt,none,1,0,0,0,0,1,0,0,1,0,0.1369616667496345,0.5549853003141839,0.93570338655597,3.7019430982393767e-10,0.007680238336631961,0.05661637473720378,outsider_gambler,0.93570338655597,1
330,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.2960197225708995,0.30063168831350123,0.004219508882302108,3.206949329522668e-10,0.9940821897211836,0.0016983010758193507,rival_trainer,0.9940821897211836,1
331,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9156520469577704,0.7621124691023466,1.4615530707714792e-15,0.9999999997469318,2.5306671118949793e-10,1.8577105163216879e-19,trainer,0.9999999997469318,1
332,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,0,1,0,1,0.7888633234297113,0.7694176723626175,4.30660889485336e-11,0.9999999744710895,2.5485814970674748e-08,2.95739788650333e-14,trainer,0.9999999744710895,1
333,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,0,0,0.02759079667705321,0.2360243198390428,0.4256766515617841,5.1807642422915936e-17,0.009258110739579396,0.5650652376986365,unknown_intruder,0.5650652376986365,1
334,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.03919568015412973,0.19568885817397932,0.7604901986315297,1.3050879181082366e-17,0.0006708583959187747,0.23883894297255162,outsider_gambler,0.7604901986315297,1
335,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.5571164769191429,0.29397509834513313,0.8335150156571433,3.567724994376018e-09,0.004421751526163402,0.16206322924896843,outsider_gambler,0.8335150156571433,1
336,outsider_gambler,betting_sabotage,none,1,1,0,0,1,0,0,0,1,0,0.12101990023082113,0.09629405251799542,0.8101035623590682,2.7964142165822687e-14,0.001436885850862209,0.18845955179004162,outsider_gambler,0.8101035623590682,1
337,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,1,1,0.767150438923573,0.7776115492238451,5.504893137948775e-09,0.9999944096870014,5.5848062422839685e-06,1.863181236209765e-12,trainer,0.9999944096870014,1
338,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.7266111141400866,0.8059494882104596,3.620069036255277e-13,0.9999999662170982,3.3782539700539255e-08,8.658252852305975e-17,trainer,0.9999999662170982,1
339,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.8491705936112985,0.7421231099572503,1.0638579764267908e-11,0.9999999987906045,1.198755860389054e-09,1.0187732371191474e-15,trainer,0.9999999987906045,1
340,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.07825191166287625,0.17228153064908275,0.5624865467517108,1.2477528158828018e-17,0.0004897068487154884,0.43702374639957364,outsider_gambler,0.5624865467517108,0
341,outsider_gambler,betting_sabotage,none,0,1,0,0,0,0,0,0,1,0,0.3255356035589543,0.32244497220622226,0.8052557088505706,1.063872842745663e-09,0.004193039089926549,0.19055125099562986,outsider_gambler,0.8052557088505706,1
342,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7358574422620405,0.6585948640446238,9.826306250339198e-12,0.9999992865457211,7.13444448023115e-07,4.544798072384137e-15,trainer,0.9999992865457211,1
343,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.918921336071702,0.692309732538142,2.5140416949459558e-12,0.9999999999135745,8.39103070102292e-11,1.2239731511984673e-15,trainer,0.9999999999135745,1
344,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.042602475813182696,0.1685887547721102,0.5215082119527065,2.176405823961747e-19,0.00032277534869663355,0.47816901269859685,outsider_gambler,0.5215082119527065,1
345,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.8498045435565073,0.8258709251092798,1.1015261234712348e-12,0.9999999998522844,1.4661410655238773e-10,6.65948325926643e-17,trainer,0.9999999998522844,1
346,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.8586091268431665,0.7432026984546294,1.431890281399794e-11,0.9999999996017854,3.8388743274416965e-10,8.34177882408687e-15,trainer,0.9999999996017854,1
347,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8378966285844853,0.8280984568241855,6.935311245725615e-14,0.9999999961644255,3.835505095853103e-09,1.6885289347442336e-17,trainer,0.9999999961644255,1
348,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,0,0.9711720423037064,0.9059360962994227,1.3975836518603596e-17,0.9999999999999944,5.528492927768439e-15,1.3239712288414686e-22,trainer,0.9999999999999944,1
349,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.03605719000099006,0.5944710373383215,0.8197258709129938,6.04440473935467e-15,0.0014716595967453061,0.178802469490255,outsider_gambler,0.8197258709129938,0
350,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9675483546892302,0.8264122563352945,2.214152993396262e-17,0.9999999999970697,2.9304004900910294e-12,1.717652949963922e-21,trainer,0.9999999999970697,1
351,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.1475961564226546,0.06743233948346244,0.4381971930664637,1.0480751802947967e-18,0.0002511950992097675,0.5615516118343264,unknown_intruder,0.5615516118343264,1
352,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8098830813215999,0.9131070248266239,6.146859664395145e-15,0.999999999617502,3.8249192981088977e-10,8.030648970577779e-19,trainer,0.999999999617502,1
353,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,1,0.8657292492106411,0.8448076696762571,1.569010202788143e-15,0.9999999997523648,2.4763377808683685e-10,1.712572672324741e-19,trainer,0.9999999997523648,1
354,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8110086504034559,0.6323550209247452,2.7377336995627812e-11,0.9999998542911502,1.4568146954165314e-07,2.7934391320204775e-15,trainer,0.9999998542911502,1
355,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7528483063589116,0.7912658239284857,3.3019903378941185e-11,0.9999999194622329,8.050474364733953e-08,3.5481267857027647e-15,trainer,0.9999999194622329,1
356,rival_trainer,horse_concealment,rival_trainer,0,0,1,0,0,0,1,0,1,1,0.5932866336298592,0.27002610462607635,0.030448628790445048,8.375253396377255e-07,0.9679743524806966,0.001576181203518679,rival_trainer,0.9679743524806966,1
357,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,1,0,0,0,1,0,0.4098078046533046,0.13352118194352625,0.8390331542130821,1.1259736952753004e-11,0.002215789984560894,0.15875105579109736,outsider_gambler,0.8390331542130821,0
358,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.1958727301383561,0.28279246110932693,0.6280394860122032,2.879200831317993e-14,0.001046780121090368,0.37091373386667764,outsider_gambler,0.6280394860122032,1
359,rival_trainer,competitive_sabotage,none,1,0,0,0,1,1,0,0,0,1,0.1307266982958721,0.5966696100877432,0.07388152252522112,9.195347406903173e-08,0.9204989057045144,0.005619479816790311,rival_trainer,0.9204989057045144,1
360,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,0,1,0.929757888315989,0.8542443832380151,6.219494392347446e-14,0.9999999976035114,2.3964264053326844e-09,2.1045330441500372e-17,trainer,0.9999999976035114,1
361,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.05971426202930795,0.07672980396855247,0.09866355092817397,2.2879621049932666e-21,0.00045413320753329357,0.9008823158642928,unknown_intruder,0.9008823158642928,1
362,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,1,0,0.0479474561098104,0.18460750771523354,0.7274320096807629,3.390439639780834e-17,0.001058261666119797,0.2715097286531173,outsider_gambler,0.7274320096807629,0
363,rival_trainer,horse_concealment,none,0,0,0,0,0,1,1,0,0,1,0.2555983851041504,0.4128403857210897,0.0019286682946624478,7.220418900820629e-10,0.9975514496373389,0.0005198813459567346,rival_trainer,0.9975514496373389,1
364,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,1,0.4614270216447526,0.28251840080643953,0.7054993579175586,4.72078303670365e-09,0.1968399576758839,0.0976606796857745,outsider_gambler,0.7054993579175586,1
365,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7478757171118117,0.7044284849836491,3.142739731677524e-10,0.9999993570167183,6.426689557742077e-07,5.2062309767999663e-14,trainer,0.9999993570167183,1
366,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.19415359466318383,0.1267212891532769,0.5717039073694243,6.313611427955471e-16,0.0006488361938072349,0.4276472564367679,outsider_gambler,0.5717039073694243,1
367,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,0,0.8711783756523279,0.8408430943612724,2.7025023733320654e-12,0.9999999998324345,1.648628085648473e-10,2.2874815869288865e-16,trainer,0.9999999998324345,1
368,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,0,0,0,0.37361948810338863,0.03459440896552255,0.17690607398266558,7.723723392900959e-17,0.003221935363935367,0.819871990653399,unknown_intruder,0.819871990653399,0
369,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,1,0,1,0.2122818266483275,0.26136311966370285,0.0011873551047637283,6.283408731721152e-10,0.9986475904738888,0.00016505379300663453,rival_trainer,0.9986475904738888,1
370,unknown_intruder,opportunistic_intrusion,none,0,1,1,0,0,0,0,1,1,1,0.03467219638655062,0.33729639882229717,0.7119308382278992,2.2525781858846217e-11,0.2476100940541481,0.04045906769542691,outsider_gambler,0.7119308382278992,0
371,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9292933202049197,0.8760233549968739,2.4046999199585817e-16,0.9999999999963873,3.61235088624603e-12,3.3271686004364936e-21,trainer,0.9999999999963873,1
372,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.7744569473324155,0.8412346537841039,3.5537674509107404e-14,0.999999995939207,4.060757459583044e-09,5.84861066150438e-18,trainer,0.999999995939207,1
373,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7914722039607313,0.6562146858281398,2.1005114049365548e-11,0.9999992805499178,7.194290629141677e-07,1.4187570969140464e-14,trainer,0.9999992805499178,1
374,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.9166036370635934,0.8849295582504959,3.48453079540486e-15,0.9999999999801159,1.988063539977675e-11,8.674006147890847e-20,trainer,0.9999999999801159,1
375,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7533254480932715,0.7873719801903082,2.793532253635263e-12,0.9999998906895733,1.0930763194160853e-07,1.1883718155798205e-15,trainer,0.9999998906895733,1
376,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.3343325213511792,0.8002499496591217,2.4562062009936492e-09,0.9999014921145573,9.850542791414958e-05,1.3223848443026369e-12,trainer,0.9999014921145573,1
377,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,1,0,1,0,0,1,0.38478763369891694,0.08339154766463784,0.007725302556271722,1.2878693165657292e-11,0.9893897009365161,0.0028849964943334075,rival_trainer,0.9893897009365161,1
378,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8951137833431633,0.9738742479596386,1.3860082907916615e-19,0.9999999999999598,4.0270390181970806e-14,1.954147166371363e-24,trainer,0.9999999999999598,1
379,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.17558833721333159,0.5820107323448808,0.004269201025763999,3.9438144954282145e-10,0.994393403509574,0.0013373950702805077,rival_trainer,0.994393403509574,1
380,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.9220088125840477,0.8447648497586413,1.4946321206400376e-15,0.9999999999951592,4.8392421234616394e-12,1.9177807333544125e-19,trainer,0.9999999999951592,1
381,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,1,0.5540044936128743,0.9057465015427241,5.2565015029085664e-11,0.9999998930496855,1.0689774579736031e-07,3.780151018849093e-15,trainer,0.9999998930496855,1
382,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,1,1,0,0.23668584058027944,0.27938871668767257,0.8667894943269039,3.62732860555975e-11,0.008132636203601171,0.12507786943322163,outsider_gambler,0.8667894943269039,1
383,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.34700648964519987,0.48395969152987894,0.000984235793006567,1.681039796624616e-07,0.9988990743725523,0.00011652173046154321,rival_trainer,0.9988990743725523,1
384,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,1,0,1,0,0.08685343994712726,0.2997971457242807,0.7233533917752435,5.128281295097564e-14,0.07584509520668009,0.20080151301802507,outsider_gambler,0.7233533917752435,1
385,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.3148902482995312,0.1468636099144966,0.6477667034093486,7.515661797712767e-14,0.0011479264221055554,0.3510853701684707,outsider_gambler,0.6477667034093486,0
386,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,0,1,0,0,0.7997850956765725,0.6142947306271961,1.6158066784066867e-08,0.9999998709272402,1.1287915796342522e-07,3.553507110392413e-11,trainer,0.9999998709272402,1
387,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9393520465789198,0.7699996406114371,2.327134504010951e-16,0.9999999999511429,4.885689582426812e-11,2.2447006731997756e-20,trainer,0.9999999999511429,1
388,rival_trainer,competitive_sabotage,none,0,0,0,0,1,1,1,0,1,0,0.11813030185666044,0.2885976033840725,0.6900028876747815,2.4386068633141615e-12,0.2045411644980771,0.10545594782470276,outsider_gambler,0.6900028876747815,0
389,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8555766975398404,0.6021742192637881,7.767437173332912e-12,0.9999996986392314,3.0135299622957324e-07,4.866618409376577e-15,trainer,0.9999996986392314,1
390,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,0,0,1,0,0.26547423052783375,0.2746547473759186,0.8288290342911044,6.641369773075504e-12,0.0021527386086156344,0.16901822709363848,outsider_gambler,0.8288290342911044,1
391,rival_trainer,competitive_sabotage,none,0,0,0,0,1,1,1,1,0,1,0.24931662469171811,0.43904623315243396,0.0006689087660773128,9.105767918586274e-08,0.9992825672452801,4.8432930963397036e-05,rival_trainer,0.9992825672452801,1
392,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,1,1,0.7777166268190949,0.8286469701128462,6.278952309778057e-13,0.999999995636224,4.363148047911227e-09,2.8682668663330045e-17,trainer,0.999999995636224,1
393,trainer,betting_sabotage,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.880549285925798,0.8061581318736512,6.457155188431431e-14,0.9999999923506196,7.64931591091341e-09,2.1888137652817043e-17,trainer,0.9999999923506196,1
394,outsider_gambler,betting_sabotage,outsider_gambler,0,1,0,0,1,0,0,1,1,0,0.060963616525503556,0.24025171838987383,0.858294749402515,2.7095920142678087e-13,0.0035071408784280883,0.13819810971878588,outsider_gambler,0.858294749402515,1
