case_id,true_planner,true_motive,true_concealer,stable_boy_drugged,dog_silent,delicate_knife_found,alias_bill_found,horse_at_scene,coat_deliberately_placed,horse_hidden_by_neighbor,death_consistent_with_horse_kick,outsider_seen_near_stable,tracks_to_rival_property,dog_familiarity_score,instrument_delicacy_score
229,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.16918962640416824,0.34061960969070854
230,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.3424839632422646,0.05128358502247785
231,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.27454882297558053,0.4122514582002827
232,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.3070986478081568,0.2861242600804713
233,rival_trainer,competitive_sabotage,rival_trainer,1,1,0,0,1,0,1,1,0,1,0.21505444416386446,0.20799101270606898
234,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8588698232410552,0.628114594782943
235,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.3071735723116979,0.4576786200609231
236,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.25555095543579665,0.1298697034915554
237,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.10037113753461946,0.04291091902423097
238,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,1,0.25468803649845745,0.3367047076740492
239,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,1,0.9244479538860927,0.8637428444551011
240,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.08647784625103515,0.505960748499801
241,outsider_gambler,theft_attempt,none,0,0,0,0,0,0,0,0,1,0,0.3558384041193795,0.46055988343092635
242,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.689918374319536,0.9575614928722966
243,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.07232544022355139,0.353652746192466
244,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,0,1,1,1,1,0.30154060418475587,0.21114074588608106
245,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8834417278430189,0.7323953510737422
246,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.8640593360769372,0.9076195713865778
247,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,1,0,1,0,0.29551971406432953,0.11625188227040377
248,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.061981513345558625,0.29020153557948447
249,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,1,0,0.2993987445729372,0.33201539302053545
250,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.41377939984934936,0.2568138651484463
251,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.4080171748320102,0.3796819864734607
252,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.3223645725438788,0.44914378308303926
253,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,1,0,0,0,0,0.24460730646636172,0.13462528566671483
254,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,1,1,0,0.08940393349778492,0.18067772934256493
255,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9132600109203494,0.8249523922043532
256,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.38976351882078814,0.4826785801032323
257,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6972818507950941,0.5395635984542885
258,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8761128438728972,0.9001310228264424
259,outsider_gambler,betting_sabotage,none,1,0,0,0,1,1,0,0,1,0,0.14772737319539408,0.4003510362875401
260,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,0,0,1,0.7814819435319084,0.8340508935317829
261,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,1,1,0,0.38033204061311365,0.06200377704062856
262,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,1,0.14894208705724943,0.08614183527864655
263,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,0,0.2031227428863872,0.1448584054257292
264,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5874118846210586,0.6134795034681976
265,outsider_gambler,theft_attempt,none,1,0,0,0,0,0,0,0,1,1,0.28519855988783366,0.05526077656927632
266,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7789608559428602,0.8549772470116596
267,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.06755909015116761,0.24479880260278938
268,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.6060451612253372,0.765258601125133
269,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,0,1,0,0.333771784911068,0.21639849133929576
270,outsider_gambler,theft_attempt,none,1,0,0,0,1,1,0,0,1,0,0.20822322438391744,0.40322245568561
271,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.12769437280069923,0.11819152208120884
272,trainer,concealed_financial_pressure,rival_trainer,1,0,1,1,1,1,1,1,0,1,0.6202388800468746,0.7984745206602024
273,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,1,1,0,0.18283330801182943,0.5442383724421913
274,rival_trainer,competitive_sabotage,none,0,0,0,0,1,0,1,0,1,1,0.5223878889666804,0.07494552883546926
275,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.3928970145251943,0.02377577301299481
276,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8380948562750364,0.8320456969084467
277,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.8679297372670565,0.9127566737123224
278,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.3411035091164349,0.227299551299316
279,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.809236621271715,0.5942475453336742
280,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8117401510811674,0.808490127153896
281,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.3857740108158754,0.31390038402345205
282,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,1,1,0,0.30078467671456405,0.30803342733055816
283,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6825714196133963,0.8129555032921587
284,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,1,1,1,0,1,0.259353058917252,0.32024977828278994
285,rival_trainer,competitive_sabotage,none,1,0,0,0,1,0,1,1,0,0,0.22950685397473747,0.38384469324604714
286,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.944161657405813,0.824115997630519
287,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,0,1,0,0,0.870970394877028,0.937473467777689
288,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8570365963412456,0.8518051622365402
289,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7896334357377769,0.7539720234524243
290,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.8093525469129669,0.7743099318836627
291,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,1,0,0.11593842771094227,0.23491942241853153
292,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8287495457250101,0.8710063283309379
293,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,1,1,0.5845095633239724,0.39604247053786834
294,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,1,0,1,0,1,1,0.45806979687155386,0.06370546966265402
295,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,1,1,0,1,1,0.23739632433150384,0.3128095558946273
296,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.13313326456885627,0.26029973967924197
297,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.48753848615360634,0.9051670095621122
298,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,1,0,0.045479073149573,0.4119083584880156
299,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.967163146057813,0.7128974310862497
300,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.1268248746467922,0.4122892271399786
301,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.15231322561606278,0.2930577253286323
302,rival_trainer,horse_concealment,none,0,1,0,0,0,0,1,1,0,1,0.37358650891667367,0.43368239528221975
303,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.28860456409558266,0.30861779733187933
304,rival_trainer,competitive_sabotage,rival_trainer,1,1,0,0,1,0,1,0,1,1,0.15928689255344403,0.30114181327799994
305,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.3364746488294487,0.13913349622489657
306,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7093370940596792,0.9419933861682619
307,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,1,1,0.924804909305016,0.7715087283110225
308,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.10801799599061256,0.6266457531907708
309,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,1,0,0.5798507488549733,0.8583211274736726
310,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8295751962934058,0.782107626783023
311,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8198448774007163,0.8205550244547726
312,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6077124533517494,0.6968370462268414
313,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8355504218667646,0.7487557145174077
314,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.2257804784002183,0.17991591953690056
315,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8979929307794883,0.7129738963795368
316,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,1,1,0.7859445717019902,0.881909913742216
317,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8037660122492205,0.9913401535267754
318,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8931169208274855,0.8868535686751976
319,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.13254260518536137,0.3217009710846278
320,rival_trainer,horse_concealment,rival_trainer,0,1,0,0,1,0,1,0,0,1,0.07583439262894631,0.5868534019778194
321,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,1,0,0,0,1,0,0.365161753614554,0.4491635144423995
322,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,0,0.15948586030589673,0.16485948288549396
323,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,1,0,1,0,0.06673186122867322,0.2047177228496676
324,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.30015123185099135,0.5761881342986127
325,rival_trainer,competitive_sabotage,none,1,0,0,0,0,1,1,0,1,1,0.22124199984024243,0.27687533608545917
326,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,0,0,1,0,0.20241787647410456,0.13467084857502123
327,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6151822067428763,0.8418154077709296
328,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.9042903792118044,0.9451136965517402
329,outsider_gambler,theft_attempt,none,1,0,0,0,0,1,0,0,1,0,0.1369616667496345,0.5549853003141839
330,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.2960197225708995,0.30063168831350123
331,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9156520469577704,0.7621124691023466
332,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,0,1,0,1,0.7888633234297113,0.7694176723626175
333,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,0,0,0.02759079667705321,0.2360243198390428
334,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.03919568015412973,0.19568885817397932
335,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.5571164769191429,0.29397509834513313
336,outsider_gambler,betting_sabotage,none,1,1,0,0,1,0,0,0,1,0,0.12101990023082113,0.09629405251799542
337,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,1,1,0.767150438923573,0.7776115492238451
338,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.7266111141400866,0.8059494882104596
339,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.8491705936112985,0.7421231099572503
340,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.07825191166287625,0.17228153064908275
341,outsider_gambler,betting_sabotage,none,0,1,0,0,0,0,0,0,1,0,0.3255356035589543,0.32244497220622226
342,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7358574422620405,0.6585948640446238
343,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.918921336071702,0.692309732538142
344,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.042602475813182696,0.1685887547721102
345,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.8498045435565073,0.8258709251092798
346,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.8586091268431665,0.7432026984546294
347,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8378966285844853,0.8280984568241855
348,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,0,0.9711720423037064,0.9059360962994227
349,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.03605719000099006,0.5944710373383215
350,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9675483546892302,0.8264122563352945
351,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.1475961564226546,0.06743233948346244
352,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8098830813215999,0.9131070248266239
353,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,1,0.8657292492106411,0.8448076696762571
354,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8110086504034559,0.6323550209247452
355,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7528483063589116,0.7912658239284857
356,rival_trainer,horse_concealment,rival_trainer,0,0,1,0,0,0,1,0,1,1,0.5932866336298592,0.27002610462607635
357,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,1,0,0,0,1,0,0.4098078046533046,0.13352118194352625
358,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.1958727301383561,0.28279246110932693
359,rival_trainer,competitive_sabotage,none,1,0,0,0,1,1,0,0,0,1,0.1307266982958721,0.5966696100877432
360,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,0,1,0.929757888315989,0.8542443832380151
361,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.05971426202930795,0.07672980396855247
362,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,1,0,0.0479474561098104,0.18460750771523354
363,rival_trainer,horse_concealment,none,0,0,0,0,0,1,1,0,0,1,0.2555983851041504,0.4128403857210897
364,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,1,0.4614270216447526,0.28251840080643953
365,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7478757171118117,0.7044284849836491
366,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.19415359466318383,0.1267212891532769
367,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,0,0.8711783756523279,0.8408430943612724
368,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,0,0,0,0.37361948810338863,0.03459440896552255
369,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,1,0,1,0.2122818266483275,0.26136311966370285
370,unknown_intruder,opportunistic_intrusion,none,0,1,1,0,0,0,0,1,1,1,0.03467219638655062,0.33729639882229717
371,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9292933202049197,0.8760233549968739
372,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.7744569473324155,0.8412346537841039
373,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7914722039607313,0.6562146858281398
374,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.9166036370635934,0.8849295582504959
375,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7533254480932715,0.7873719801903082
376,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.3343325213511792,0.8002499496591217
377,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,1,0,1,0,0,1,0.38478763369891694,0.08339154766463784
378,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8951137833431633,0.9738742479596386
379,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.17558833721333159,0.5820107323448808
380,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.9220088125840477,0.8447648497586413
381,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,1,0.5540044936128743,0.9057465015427241
382,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,1,1,0,0.23668584058027944,0.27938871668767257
383,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.34700648964519987,0.48395969152987894
384,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,1,0,1,0,0.08685343994712726,0.2997971457242807
385,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.3148902482995312,0.1468636099144966
386,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,0,1,0,0,0.7997850956765725,0.6142947306271961
387,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9393520465789198,0.7699996406114371
388,rival_trainer,competitive_sabotage,none,0,0,0,0,1,1,1,0,1,0,0.11813030185666044,0.2885976033840725
389,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8555766975398404,0.6021742192637881
390,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,0,0,1,0,0.26547423052783375,0.2746547473759186
391,rival_trainer,competitive_sabotage,none,0,0,0,0,1,1,1,1,0,1,0.24931662469171811,0.43904623315243396
392,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,1,1,0.7777166268190949,0.8286469701128462
393,trainer,betting_sabotage,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.880549285925798,0.8061581318736512
394,outsider_gambler,betting_sabotage,outsider_gambler,0,1,0,0,1,0,0,1,1,0,0.060963616525503556,0.24025171838987383
395,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.868381113241551,0.6320343495630766
396,rival_trainer,competitive_sabotage,none,0,0,0,0,1,1,1,0,0,1,0.5389641778045481,0.321936675868422
397,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.3032981364837373,0.4733075431911016
398,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.21588952585378446,0.1090895850216523
399,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6363252451286232,0.7563558158108248
400,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,1,0.5415121605501013,0.8364222603744299
401,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.3009990709099896,0.40639151411846003
402,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.6071647864321444,0.771478871169289
403,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.18325855832156288,0.2272977851809307
404,trainer,concealed_financial_pressure,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.8644139879646665,0.5675773739323405
405,outsider_gambler,betting_sabotage,none,1,0,0,0,1,1,0,0,1,0,0.3284893458729912,0.3332601979911454
406,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,0,0,1,0,0,1,0.20292060351125382,0.0596335975280007
407,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.11451398131575563,0.33143075641838293
408,rival_trainer,horse_concealment,rival_trainer,0,1,0,0,0,0,1,0,0,1,0.32913339660273594,0.3720803027279276
409,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8940353533266374,0.5535809073719608
410,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,1,0,1,0.26587205494870586,0.27847996233245725
411,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,0,1,1,0,1,1,0.2939154352078445,0.43284926895739495
412,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8987929111654043,0.8078024897610762
413,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9173768662876475,0.9031458893919982
414,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.8547613210175736,0.901311776293767
415,rival_trainer,horse_concealment,none,1,0,0,0,1,1,1,0,0,1,0.5128503886568894,0.26470782185356295
416,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,1,1,0,0.2500499327473681,0.4522231974607783
417,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,0,0.8873025633097446,0.7980230439929716
418,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,1,0.7122724065753859,0.7040198803264919
419,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.06259573132831067,0.17851020814540977
420,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,0,1,1,1,0,1,0.49539955374723343,0.20302112792202506
421,trainer,concealed_financial_pressure,rival_trainer,1,1,1,0,1,1,1,1,1,1,0.6120766251477989,0.9214589833967167
422,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7283133691528053,0.8504075442535842
423,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,1,1,0.8203151249249432,0.6419540185351204
424,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,1,0,0,0,0.27048144152405207,0.32791051676738003
425,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.25916752914942814,0.294167565068929
426,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,0,1,1,1,0.7824312388428863,0.9094316557926967
427,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9203668189678688,0.8206283092671803
428,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,1,0,0.13846246529577905,0.11161445845224949
429,trainer,concealed_financial_pressure,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.9818051698109029,0.834659767765238
430,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,0,0,0,1,0,0.146488324655624,0.35441648918195184
431,rival_trainer,competitive_sabotage,rival_trainer,1,1,0,0,1,0,1,0,0,1,0.3125022506242941,0.36895720714910774
432,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8408060412263674,0.8961988038786953
433,unknown_intruder,opportunistic_intrusion,none,0,0,0,1,0,0,0,0,1,0,0.3258381165617184,0.3002444901762279
434,trainer,betting_sabotage,none,1,0,1,0,1,1,1,1,0,1,0.7166943875837211,0.9434536389858528
435,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,1,1,0,0.149645833933771,0.022066223989683408
436,outsider_gambler,theft_attempt,outsider_gambler,0,0,0,0,1,1,0,0,0,0,0.17825301636563137,0.11172099484488067
437,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,0,1,1,0,0.7636799722913435,0.6415755648357752
438,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8827366318446109,0.7313637613877105
439,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8967224159989501,0.8980594562737402
440,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,1,1,0,0.08230441797542089,0.11507964707442543
441,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,1,0,0.5059541495602522,0.3350627825161859
442,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7651544158926266,0.9356639464401878
443,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6118041741448883,0.879288891819625
444,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.8790256213727561,0.7557409750608852
445,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,1,1,0.876369288257517,0.9633567356642081
446,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.4638725795161764,0.3729409234665217
447,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.928813679953468,0.8438481254697735
448,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7738095942069338,0.9521040598127091
449,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.997983016012236,0.9695890239225115
450,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,1,1,0,1,1,0.28025108485881006,0.340264221480309
451,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,0,1,0,0,0.9109137996070916,0.8887423506933568
452,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8875075963646607,0.886765353841487
453,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.32224555755127515,0.23233831158181623
454,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,0,1,0,1,1,0.5082813231347763,0.11842727154708331
455,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8353896480599764,0.8657103047439161
456,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,0,0.6427418191749061,0.8959898224213235
457,trainer,betting_sabotage,none,1,1,1,0,1,0,0,1,0,1,0.8172368161009689,0.7502701658505464
458,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.41907447478264614,0.11326872224320347
459,trainer,betting_sabotage,rival_trainer,1,1,0,1,1,1,1,1,0,1,0.9232775106210405,0.5176797423789724
